g1,g2,g3,score
ACTR2,ACVR1,TOP2A,0.7929018940668361
ACVR1,MAP3K7,TOP2A,0.7929018940668361
ACVR1,DNMT1,TOP2A,0.7929018940668361
ACVR1,CCNK,TOP2A,0.7929018940668361
ACVR1,CYP17A1,TOP2A,0.7929018940668361
ACVR1,CX3CL1,TOP2A,0.7929018940668361
ACVR1,MBNL1,TOP2A,0.7929018940668361
CRH,PPP1R13L,SOX10,0.7929018940668361
CRH,PRKAB1,SOX10,0.7929018940668361
COPS5,CYP17A1,TUBA1A,0.7929018940668361
CRH,IFNAR2,TUBA1A,0.7929018940668361
IL21,MC2R,RUNX1,0.7929018940668361
MC2R,NCKAP1L,RUNX1,0.7929018940668361
IFNAR2,MC2R,RUNX1,0.7929018940668361
MC2R,RRM1,RUNX1,0.7929018940668361
APP,MC2R,RUNX1,0.7929018940668361
